"age","income","gender","web_visits","purchased"
47,7464,"Female",29,0
38,2646,"Female",11,1
44,8038,"Male",1,1
55,6793,"Male",13,1
64,9410,"Female",22,0
19,2792,"Female",16,1
63,3904,"Male",12,1
53,8413,"Male",11,0
27,1669,"Female",25,0
54,7694,"Female",1,1
61,5954,"Male",26,0
21,2855,"Female",27,0
52,4711,"Female",20,1
24,9400,"Male",9,0
28,1183,"Female",4,1
64,4368,"Male",25,0
19,3245,"Female",22,0
58,9655,"Male",14,0
30,3449,"Female",27,0
49,8908,"Male",20,0
28,2150,"Male",7,1
40,6864,"Male",24,0
57,8596,"Female",3,1
57,2716,"Female",15,0
23,4853,"Female",22,1
22,4153,"Male",13,0
46,7776,"Female",29,0
58,9950,"Female",23,0
58,5776,"Female",23,0
54,3166,"Male",10,0
65,1885,"Female",17,1
59,9156,"Female",18,1
18,1121,"Female",20,0
27,8167,"Female",30,0
19,4299,"Male",15,0
52,8745,"Female",30,0
62,5070,"Male",30,0
56,7398,"Female",2,0
30,7712,"Male",27,1
45,9582,"Female",27,1
32,9754,"Male",17,0
23,6691,"Female",15,0
32,5999,"Male",19,1
51,8646,"Female",1,0
66,1203,"Female",20,0
52,3121,"Male",10,0
67,3034,"Female",3,0
27,7974,"Female",0,1
29,3184,"Female",3,1
25,4255,"Female",7,1
25,4258,"Male",6,0
58,2594,"Female",9,0
21,8823,"Male",21,1
69,2807,"Female",4,1
32,9497,"Male",0,0
34,9754,"Male",10,1
44,6000,"Female",12,0
51,3972,"Male",6,0
44,7734,"Female",6,0
24,5538,"Female",12,0
44,7702,"Male",29,1
30,8648,"Male",29,0
25,9751,"Female",14,1
42,5161,"Male",10,0
70,1466,"Male",21,0
70,5118,"Male",16,1
43,5449,"Male",1,1
34,5377,"Male",20,0
29,5202,"Female",10,0
62,9572,"Male",27,0
33,5770,"Male",20,1
27,4514,"Female",19,0
22,2705,"Female",28,1
64,7461,"Female",16,1
23,4328,"Male",0,0
38,8460,"Male",21,1
34,8880,"Female",30,1
43,8708,"Male",21,0
54,3272,"Male",0,0
60,9250,"Female",14,1
48,4428,"Female",24,0
65,9676,"Female",1,0
29,3010,"Female",16,1
46,9977,"Male",28,1
60,2503,"Male",20,0
41,8892,"Female",17,1
25,4840,"Male",13,0
18,5528,"Female",27,0
40,1882,"Female",7,0
52,6288,"Female",8,1
63,9057,"Female",18,1
27,8080,"Male",28,0
45,5045,"Female",21,1
69,2508,"Female",13,0
40,8500,"Female",20,1
32,9210,"Female",9,0
56,5225,"Male",29,1
46,6925,"Female",12,1
39,3030,"Female",9,1
33,4377,"Female",5,0
48,8245,"Male",21,1
29,2844,"Male",6,0
37,9128,"Male",1,0
26,4210,"Female",15,1
45,5230,"Male",25,0
20,7376,"Male",15,0
68,9358,"Female",14,0
62,2354,"Female",11,1
57,2071,"Female",29,0
66,1191,"Male",5,0
21,9609,"Female",15,1
27,8890,"Male",8,0
66,9457,"Female",0,0
27,3307,"Male",18,1
22,9745,"Female",7,0
28,5006,"Female",26,0
58,2583,"Male",28,0
29,6871,"Female",20,0
22,7347,"Female",0,0
41,1016,"Male",29,0
21,8442,"Male",8,1
51,5944,"Female",23,0
49,3426,"Female",4,0
18,1109,"Male",27,0
36,3994,"Male",11,0
65,5611,"Female",20,0
28,4404,"Female",22,1
56,5002,"Male",29,1
46,7641,"Male",29,0
44,5665,"Male",10,1
41,1446,"Female",18,1
22,3791,"Female",14,0
19,2823,"Male",24,1
58,3603,"Female",8,0
43,8254,"Female",22,0
70,3251,"Female",29,0
45,3193,"Female",7,0
64,2071,"Male",3,1
23,8103,"Female",0,1
43,9944,"Male",1,0
45,5190,"Male",23,0
23,2198,"Female",12,0
21,3417,"Female",19,1
39,9528,"Female",30,0
32,1427,"Male",22,0
23,5545,"Male",18,1
20,2608,"Female",5,0
38,2918,"Male",2,1
27,1573,"Male",2,0
54,9152,"Male",9,0
42,9007,"Female",17,1
55,2257,"Female",20,1
45,8223,"Female",13,0
18,6190,"Male",16,0
52,7656,"Female",15,1
57,7585,"Female",5,0
19,4957,"Male",15,0
63,6554,"Male",2,1
36,5301,"Male",20,1
43,5572,"Female",1,1
50,9961,"Male",21,0
40,8856,"Male",20,0
20,5344,"Male",19,0
54,3840,"Male",20,1
41,3009,"Female",29,1
49,4880,"Female",22,1
30,3003,"Male",17,1
26,8483,"Female",5,1
34,1030,"Male",3,1
64,9882,"Female",23,0
31,9019,"Female",9,0
66,4404,"Male",5,0
66,8089,"Female",13,1
48,1481,"Female",13,0
70,5771,"Male",14,1
25,3415,"Male",20,1
54,6123,"Female",3,0
29,2209,"Male",21,1
69,9113,"Female",3,1
37,4707,"Male",11,0
22,2970,"Female",29,1
67,3105,"Male",28,0
57,6521,"Female",5,1
68,2947,"Female",13,1
52,3980,"Female",0,0
22,2447,"Male",9,1
25,2675,"Male",20,0
61,1909,"Female",12,1
54,8978,"Female",4,1
43,4260,"Female",17,1
42,9613,"Male",27,0
64,1879,"Female",21,0
59,4834,"Male",5,0
39,9345,"Female",13,0
48,1947,"Female",30,0
69,9269,"Female",22,1
26,9683,"Male",16,1
26,4936,"Male",13,1
70,6481,"Female",9,1
34,1729,"Female",25,0
58,1480,"Male",3,0
59,6286,"Male",29,1
41,5614,"Female",4,1
54,7704,"Male",7,0
28,6649,"Male",9,1
49,4946,"Female",6,0
33,8298,"Male",22,1
63,7725,"Male",4,0
44,1388,"Male",20,1
45,8820,"Female",4,0
48,7340,"Female",10,1
31,9204,"Male",12,0
30,4605,"Female",5,0
64,5937,"Male",27,0
31,3764,"Male",13,0
56,7496,"Female",25,1
48,8153,"Male",25,0
27,9187,"Male",24,0
46,1885,"Female",27,0
45,9051,"Male",15,0
26,1015,"Male",14,1
30,1785,"Female",23,1
31,9787,"Female",9,1
65,1939,"Male",19,1
22,5448,"Male",21,0
43,8701,"Female",11,1
30,9613,"Male",1,0
31,6537,"Female",19,0
25,4727,"Female",22,0
24,1347,"Female",15,0
52,9780,"Male",10,1
62,9728,"Female",3,0
63,7830,"Male",19,0
30,2504,"Female",13,1
70,2406,"Female",22,1
62,2016,"Female",29,0
63,1031,"Male",3,1
35,6297,"Male",21,1
37,7324,"Female",25,1
49,5318,"Female",1,0
69,6772,"Male",6,0
60,9224,"Female",0,1
25,2249,"Male",23,1
64,5784,"Male",19,0
25,9112,"Female",5,0
32,8876,"Male",1,0
50,1940,"Male",19,0
38,1188,"Female",17,0
67,2409,"Male",21,1
58,3566,"Male",23,1
61,8315,"Female",19,0
34,2488,"Male",28,1
62,8886,"Female",23,1
65,7919,"Male",18,1
50,6578,"Male",4,0
70,6096,"Female",7,1
40,7013,"Male",28,0
23,5342,"Male",25,1
34,3565,"Female",18,1
45,6776,"Female",10,1
55,9384,"Male",7,0
21,1304,"Female",12,0
27,5981,"Male",16,0
46,8191,"Male",7,0
64,8528,"Female",27,1
40,4656,"Female",28,0
19,4917,"Female",21,1
45,7216,"Male",20,1
24,7655,"Male",28,1
35,6667,"Female",7,0
58,3771,"Male",3,1
18,7327,"Male",3,0
28,2336,"Male",15,1
25,8040,"Male",10,0
67,7639,"Female",9,0
31,3556,"Male",13,1
25,2045,"Male",14,1
25,4261,"Male",17,1
24,6683,"Female",26,0
69,5294,"Male",8,0
67,3482,"Male",14,0
25,5958,"Male",24,1
26,7786,"Female",6,0
55,7564,"Female",24,1
60,8346,"Male",23,0
65,1228,"Female",5,0
59,6484,"Male",25,0
54,4200,"Male",24,0
69,2409,"Male",24,0
26,7967,"Male",9,1
20,6875,"Male",29,1
51,2829,"Female",28,1
52,8346,"Female",6,1
18,6013,"Female",16,1
57,3784,"Male",13,0
20,8445,"Male",17,1
49,1674,"Male",16,0
23,9194,"Male",9,0
57,6923,"Female",21,1
32,5341,"Male",14,1
34,7819,"Male",29,1
48,5826,"Male",6,1
37,6529,"Female",2,0
36,1926,"Female",16,1
35,8814,"Male",0,0
52,9085,"Female",9,1
33,2937,"Female",20,0
46,2963,"Male",8,0
28,4637,"Male",6,1
22,7792,"Female",12,1
29,8981,"Male",4,0
20,5451,"Male",2,1
55,6181,"Male",20,1
53,7711,"Male",16,0
47,5915,"Male",12,1
45,6387,"Male",3,0
38,7099,"Male",1,1
49,3279,"Female",7,0
27,9807,"Male",23,1
37,3204,"Male",10,1
58,4860,"Female",30,0
64,9810,"Male",20,0
59,5354,"Female",19,0
47,2775,"Male",7,1
67,4779,"Female",25,1
28,2159,"Male",25,1
45,8384,"Male",3,1
35,2871,"Male",23,0
19,9566,"Male",21,0
38,7203,"Male",27,1
54,8133,"Male",28,0
54,6053,"Female",10,1
69,4218,"Female",12,1
36,2253,"Female",26,1
32,9520,"Female",6,1
45,5912,"Male",26,1
41,2308,"Female",3,1
51,4403,"Female",24,0
59,4839,"Male",22,0
70,9564,"Male",3,1
37,7877,"Male",6,1
55,9377,"Male",13,0
22,8648,"Male",23,0
35,5266,"Male",19,0
44,4528,"Male",26,0
58,1059,"Male",7,0
48,9904,"Male",21,0
28,4049,"Female",26,0
46,5349,"Male",6,1
18,9659,"Female",21,0
24,8666,"Female",10,1
63,2605,"Male",17,0
57,6351,"Male",27,0
52,5007,"Male",18,1
66,5514,"Male",3,1
30,8888,"Male",24,1
33,2512,"Female",10,1
45,1223,"Male",0,1
50,2795,"Female",5,0
54,3817,"Female",11,1
66,1325,"Male",13,0
25,4636,"Female",23,0
68,4182,"Male",19,0
21,8217,"Female",30,0
61,3009,"Female",13,1
60,8567,"Female",30,1
28,1700,"Female",21,0
27,1326,"Female",27,1
68,9575,"Male",4,0
24,1250,"Male",15,1
38,8685,"Female",20,0
66,5182,"Male",4,0
63,5363,"Female",6,0
70,9488,"Female",10,1
28,1263,"Male",28,1
19,9684,"Male",12,0
30,9352,"Male",6,1
42,6473,"Female",16,0
40,7149,"Female",3,0
37,1500,"Female",26,0
21,9295,"Female",3,0
52,2491,"Male",26,1
27,4685,"Male",27,1
69,8793,"Female",3,1
18,5272,"Female",22,0
37,5049,"Female",6,0
36,5372,"Male",22,0
56,6347,"Male",10,1
56,3922,"Female",12,1
49,7365,"Male",27,1
49,4208,"Male",17,1
56,9477,"Male",14,0
54,3283,"Male",18,1
59,5354,"Female",1,1
65,3118,"Male",28,0
48,8831,"Female",30,0
39,3828,"Female",13,0
70,9658,"Male",12,1
38,4772,"Male",25,0
45,8055,"Female",4,1
64,1906,"Male",25,0
31,6277,"Male",30,1
42,7729,"Female",3,0
50,5854,"Male",18,0
54,7069,"Female",21,0
29,4930,"Female",30,1
37,3898,"Female",9,1
24,9250,"Female",8,0
45,9534,"Female",29,1
50,8816,"Female",16,1
58,6106,"Female",3,0
64,4365,"Female",15,1
39,1182,"Male",9,1
40,3856,"Female",29,0
40,5623,"Female",3,0
40,4193,"Female",8,1
58,1803,"Male",26,1
37,4845,"Female",3,1
61,6694,"Male",29,0
27,5341,"Male",8,0
20,4486,"Female",22,0
26,5629,"Male",5,1
44,2629,"Male",6,0
28,1893,"Male",4,0
56,8919,"Male",14,0
34,8690,"Female",5,0
21,8079,"Male",26,0
58,2313,"Male",7,1
64,7452,"Male",0,0
45,4227,"Male",0,1
48,6246,"Female",8,1
50,9346,"Female",8,1
70,2488,"Male",12,1
60,2741,"Female",25,1
50,4842,"Female",0,1
47,5915,"Male",28,0
40,2943,"Male",20,1
54,1646,"Male",9,0
34,8010,"Male",26,1
57,7318,"Male",28,0
34,5769,"Male",22,0
21,7256,"Female",13,1
40,3977,"Male",4,1
68,8361,"Male",23,1
40,4878,"Female",25,1
45,6601,"Female",24,0
33,8704,"Male",26,0
29,6238,"Male",29,1
70,8841,"Female",9,1
49,4116,"Female",16,0
20,9706,"Male",12,0
24,4894,"Female",1,0
59,4790,"Male",0,1
20,8644,"Female",22,0
70,9060,"Male",20,1
37,4172,"Female",1,1
36,5061,"Female",28,1
21,5947,"Male",4,0
43,4288,"Male",17,0
25,6230,"Female",6,1
69,5723,"Female",11,1
66,3465,"Male",4,0
32,8237,"Female",22,1
42,3154,"Female",17,0
26,1469,"Female",2,1
30,3745,"Male",8,0
70,2120,"Female",29,0
60,4013,"Male",11,1
63,7562,"Female",17,1
54,1248,"Male",5,1
48,9875,"Male",14,0
60,5748,"Male",7,0
22,5934,"Female",0,0
41,8885,"Female",12,0
39,3181,"Female",27,1
50,9081,"Male",28,1
51,2551,"Female",27,1
53,1044,"Male",5,0
55,2254,"Male",4,1
22,9736,"Male",29,0
44,5650,"Male",15,1
36,7864,"Female",26,1
29,7774,"Male",1,0
50,2336,"Female",25,1
27,4659,"Female",26,0
48,4537,"Male",23,1
53,5360,"Male",21,0
27,2246,"Female",6,1
32,1797,"Male",26,1
45,2231,"Female",9,0
53,2769,"Male",27,0
43,4103,"Male",12,1
25,8583,"Male",13,1
39,5746,"Female",17,0
63,7312,"Female",16,0
25,7895,"Female",15,0
59,8758,"Male",23,1
23,9339,"Male",25,0
21,3616,"Male",26,0
60,6752,"Male",2,0
33,5515,"Female",13,1
56,7691,"Female",16,0
57,1658,"Female",8,0
48,7044,"Female",26,0
54,3278,"Female",25,1
43,5798,"Male",2,1
63,7515,"Male",0,0
63,5446,"Male",7,0
37,4781,"Female",12,1
24,1535,"Male",25,1
26,8357,"Male",19,1
37,8614,"Female",13,0
70,6704,"Male",4,0
61,1838,"Female",7,1
28,1636,"Female",19,1
66,8532,"Female",15,0
19,4126,"Male",7,0
57,5560,"Male",12,0
46,6828,"Male",5,0
40,8458,"Female",18,0
54,6292,"Male",11,0
38,1197,"Male",17,0
47,5019,"Female",6,0
69,8565,"Male",17,0
23,3007,"Female",29,0
49,1174,"Female",25,0
52,8249,"Male",21,1
69,6283,"Male",14,0
44,1911,"Male",20,1
31,9330,"Male",6,1
58,8041,"Female",28,0
49,8002,"Female",4,1
37,2083,"Male",4,0
39,9764,"Female",29,1
21,4753,"Male",30,1
56,1531,"Female",19,0
68,2574,"Female",13,1
47,1986,"Female",18,1
57,3044,"Female",11,1
55,7902,"Female",3,0
51,3249,"Male",20,1
35,5829,"Male",16,0
39,4172,"Female",22,0
56,3894,"Female",25,0
52,4116,"Female",10,1
47,8957,"Male",30,1
20,7839,"Female",17,0
62,3299,"Female",22,1
25,5036,"Male",20,1
26,2545,"Female",17,0
49,4461,"Female",2,1
48,7801,"Female",1,1
47,5494,"Female",2,1
42,8718,"Male",12,0
61,1918,"Male",9,0
36,2330,"Male",5,0
19,2076,"Female",29,0
61,5827,"Male",13,1
56,6160,"Female",8,0
38,9074,"Female",1,0
35,9476,"Female",5,0
27,2899,"Male",27,0
68,3700,"Male",6,1
67,2291,"Male",26,1
65,6581,"Female",18,1
64,2479,"Male",26,0
64,9997,"Female",2,1
20,4464,"Male",2,1
23,2070,"Female",25,1
65,3768,"Female",28,1
61,2990,"Male",6,0
48,1017,"Female",14,0
64,3018,"Male",22,0
69,5844,"Female",0,1
50,9059,"Female",29,0
61,7945,"Male",28,1
37,9710,"Female",8,1
59,4009,"Male",5,1
23,5132,"Female",1,1
68,1790,"Male",17,1
57,9930,"Female",0,1
39,2143,"Male",26,1
69,7189,"Female",19,1
61,9868,"Female",11,1
61,4882,"Male",30,0
51,3846,"Female",11,0
23,3451,"Male",12,1
27,7065,"Male",4,1
59,2110,"Female",7,0
24,9832,"Male",3,1
60,2138,"Male",26,0
34,3249,"Male",12,0
57,9408,"Male",14,0
70,9192,"Female",4,1
54,6303,"Female",19,0
32,8642,"Male",10,1
34,2082,"Female",11,1
32,8902,"Female",14,0
62,5580,"Female",3,0
66,2444,"Female",0,0
34,7801,"Female",19,1
38,5959,"Male",17,1
47,8562,"Male",5,1
53,6038,"Female",28,0
19,7918,"Female",21,1
29,3858,"Male",26,1
58,3250,"Female",17,1
44,7278,"Female",25,0
20,8605,"Female",15,1
36,4958,"Female",28,1
51,2488,"Female",29,1
41,1830,"Female",20,1
53,2354,"Male",3,1
44,7946,"Male",17,0
31,7563,"Female",26,0
57,7934,"Male",28,0
66,8344,"Male",4,1
38,6133,"Female",9,1
39,8241,"Female",0,0
51,6866,"Male",24,0
70,1543,"Female",21,0
40,9325,"Female",7,1
41,1520,"Male",6,1
54,5092,"Female",27,1
52,2033,"Male",27,1
54,3192,"Female",7,0
53,2165,"Male",27,0
62,8243,"Female",30,0
65,4930,"Male",21,1
30,6756,"Female",1,1
21,1464,"Male",2,1
64,7947,"Female",24,0
33,9593,"Male",0,0
59,3803,"Male",20,1
40,3883,"Male",8,0
49,3891,"Male",30,1
65,3462,"Male",14,1
40,5089,"Male",19,1
22,9485,"Male",1,1
70,6865,"Male",1,1
68,9622,"Female",19,0
29,8722,"Female",23,1
50,4320,"Female",27,0
36,4965,"Male",27,0
56,5603,"Female",28,0
57,3340,"Male",17,0
33,1892,"Male",17,0
61,1690,"Male",9,0
27,2033,"Male",30,1
25,3860,"Female",17,1
37,7402,"Male",29,1
35,4040,"Female",13,1
69,1299,"Female",3,0
55,3384,"Female",10,1
56,6201,"Male",7,1
48,5219,"Female",7,0
51,3395,"Male",12,0
70,2963,"Male",0,0
66,9480,"Female",30,0
44,1859,"Male",4,0
29,1727,"Female",8,1
30,6931,"Male",25,1
45,1480,"Female",17,1
67,7916,"Male",29,0
45,9193,"Male",15,0
61,2688,"Female",7,1
24,4514,"Female",19,1
59,7407,"Male",25,1
56,5823,"Female",8,0
46,8525,"Female",14,1
27,7458,"Female",26,1
25,2207,"Female",4,1
29,9152,"Female",8,1
63,7321,"Male",30,0
49,7372,"Female",27,0
38,7974,"Female",5,1
48,6613,"Female",16,1
36,6883,"Female",18,1
56,3844,"Female",28,0
41,3806,"Female",0,1
26,8561,"Male",14,1
25,9845,"Female",23,0
51,8705,"Female",25,1
43,7517,"Male",2,1
46,5548,"Male",27,0
58,9903,"Female",6,0
59,6083,"Female",17,0
65,7306,"Male",10,0
56,1546,"Female",24,0
40,3904,"Female",1,0
44,1221,"Female",3,0
21,6495,"Female",15,0
51,1214,"Male",7,1
43,1373,"Male",16,0
64,7139,"Male",0,1
18,3574,"Male",1,0
24,4931,"Female",0,1
34,1274,"Female",15,1
48,9808,"Female",20,1
60,2847,"Female",8,0
53,8443,"Female",7,1
53,2515,"Female",29,0
55,9887,"Male",11,1
37,9510,"Female",19,1
34,4406,"Male",3,1
64,4337,"Male",7,1
58,4982,"Male",2,1
63,2532,"Male",6,0
57,1865,"Female",21,0
63,3228,"Male",25,0
43,9101,"Male",22,1
34,4609,"Male",30,1
66,6939,"Female",4,1
49,8121,"Male",21,1
43,9881,"Female",10,1
24,4648,"Male",20,1
22,8837,"Female",21,0
66,4400,"Female",18,1
46,3232,"Female",26,1
41,5134,"Male",3,0
38,8848,"Female",23,0
65,8967,"Male",25,0
38,7716,"Male",3,0
54,6436,"Female",1,1
28,6125,"Male",29,0
66,9689,"Male",30,0
49,6971,"Male",8,1
40,9218,"Female",22,1
28,2417,"Female",15,1
40,8046,"Male",13,0
53,1904,"Female",17,0
39,7717,"Male",22,0
45,9430,"Female",5,1
67,8387,"Female",30,1
34,5566,"Female",20,1
32,4093,"Male",21,1
51,4874,"Male",22,0
50,1873,"Female",11,1
26,2841,"Male",10,0
52,6641,"Male",18,0
21,6514,"Female",18,1
58,8214,"Male",5,1
28,6338,"Female",7,0
36,7678,"Female",13,0
58,3494,"Female",9,0
59,9939,"Male",21,0
33,3829,"Male",12,1
61,6080,"Male",28,0
30,6429,"Male",22,0
41,5297,"Female",13,0
39,3431,"Male",6,0
30,5670,"Male",9,0
64,1839,"Female",12,1
21,8338,"Male",26,0
25,9087,"Male",9,0
27,8119,"Female",26,0
54,9507,"Female",17,1
35,7852,"Female",28,0
31,6208,"Male",16,1
55,3484,"Female",8,1
39,5391,"Male",18,0
46,8222,"Female",27,1
36,6017,"Female",17,1
36,2277,"Male",19,0
67,4762,"Female",20,0
55,1068,"Male",24,0
57,9886,"Female",29,1
24,7404,"Male",27,0
48,7267,"Male",12,1
61,1822,"Male",27,1
53,1118,"Female",19,1
29,1982,"Male",28,1
66,8206,"Female",20,1
27,9238,"Male",6,1
57,1830,"Female",15,1
27,2204,"Male",16,0
32,7673,"Male",18,1
27,1524,"Male",11,1
46,3429,"Male",29,0
28,7068,"Male",0,0
67,9889,"Female",6,0
69,2724,"Female",9,1
61,6764,"Male",14,1
19,6509,"Female",14,1
50,8658,"Female",3,1
38,6664,"Female",30,1
36,1146,"Female",5,1
32,9014,"Female",23,1
62,8199,"Female",2,1
23,8972,"Female",11,1
20,8628,"Female",27,1
43,8595,"Male",23,1
60,5561,"Female",29,0
53,6202,"Female",20,0
27,4090,"Male",15,0
64,9993,"Female",9,1
20,8311,"Male",23,0
21,5091,"Female",14,0
55,8596,"Male",9,0
32,1561,"Male",15,1
56,4980,"Female",12,0
19,5337,"Female",13,1
41,1080,"Male",13,0
69,8680,"Female",5,0
66,2612,"Male",22,1
30,1529,"Female",28,1
48,6698,"Female",26,1
41,3028,"Male",15,1
23,6340,"Male",4,0
19,3796,"Female",2,0
47,1325,"Male",26,0
29,2692,"Male",16,1
43,2683,"Female",5,1
58,9825,"Female",8,0
58,3225,"Female",14,1
61,5573,"Female",18,1
68,9650,"Male",22,0
19,1770,"Female",17,1
55,8288,"Female",28,1
60,2807,"Male",8,0
58,3476,"Male",2,0
68,3871,"Male",17,0
63,7808,"Female",9,1
29,6023,"Female",1,0
18,9952,"Female",16,1
44,1325,"Female",19,1
51,8559,"Male",21,0
67,9818,"Male",4,1
56,6056,"Female",19,1
45,4469,"Female",7,0
22,1429,"Female",29,1
64,1249,"Female",13,0
46,2859,"Male",1,1
38,2035,"Male",22,0
22,6420,"Female",18,1
29,4862,"Female",15,0
53,7632,"Male",0,1
46,8831,"Male",12,0
21,8164,"Female",17,0
57,3449,"Male",1,0
42,7118,"Female",14,0
18,5551,"Female",0,0
43,1271,"Male",19,1
69,1059,"Female",2,1
33,2965,"Male",28,0
32,6219,"Female",2,1
31,9751,"Male",0,1
27,3091,"Male",24,0
45,8185,"Male",4,1
65,6981,"Female",18,0
31,3120,"Male",18,1
30,3597,"Female",20,0
25,4624,"Female",22,1
44,6924,"Female",2,1
35,4405,"Female",8,0
32,2990,"Male",29,1
51,1576,"Female",1,0
38,6052,"Female",13,1
42,8896,"Male",8,0
28,2055,"Female",3,0
18,7250,"Male",6,1
30,2314,"Male",3,0
57,3739,"Female",26,0
25,5402,"Male",21,1
35,3242,"Male",8,1
56,8659,"Female",8,1
41,6504,"Male",22,0
62,4069,"Female",6,1
32,8717,"Male",18,1
57,2160,"Female",7,0
43,1803,"Female",9,1
33,1491,"Male",15,0
63,4075,"Male",5,0
41,5685,"Female",4,1
65,6594,"Female",26,1
61,7897,"Male",10,0
49,1497,"Female",25,0
33,2827,"Male",4,1
60,5921,"Male",10,0
22,8583,"Male",20,1
21,4936,"Male",16,1
43,8050,"Male",23,0
31,1662,"Female",14,1
25,5261,"Female",22,1
39,8374,"Female",23,0
32,2099,"Female",5,0
47,5206,"Female",15,0
60,9522,"Female",17,0
48,1715,"Male",11,0
69,4435,"Male",19,1
27,5889,"Male",3,1
36,7109,"Male",19,1
49,4914,"Female",27,1
22,2998,"Female",3,0
18,8042,"Female",16,1
29,9173,"Female",23,1
35,6330,"Male",20,1
23,3037,"Female",10,1
68,5476,"Male",17,0
32,1080,"Male",16,0
48,4661,"Female",15,0
67,9000,"Female",15,0
41,4258,"Male",11,1
59,2292,"Male",24,1
50,4982,"Male",20,0
47,2315,"Male",5,1
46,1488,"Male",21,0
23,8193,"Male",24,0
57,2884,"Male",21,0
38,4101,"Male",1,1
42,9990,"Male",23,1
58,6067,"Male",16,0
49,1484,"Female",13,0
67,4601,"Male",9,0
32,4688,"Male",30,1
25,7668,"Female",10,0
39,4320,"Female",25,1
39,2710,"Male",14,0
54,4873,"Female",28,1
67,3140,"Female",14,0
25,3310,"Male",28,0
69,8750,"Female",6,1
37,9273,"Female",2,0
53,6266,"Male",5,0
58,6957,"Female",26,0
28,8327,"Male",23,0
48,2425,"Male",8,1
33,2706,"Female",12,1
27,4816,"Female",17,0
53,2522,"Female",9,0
50,5055,"Male",15,0
28,4835,"Male",19,0
19,9454,"Female",28,0
25,9370,"Female",26,0
40,9962,"Female",16,1
62,9504,"Female",20,0
67,9990,"Male",1,1
59,1313,"Female",21,0
46,2086,"Female",30,0
48,7973,"Male",18,0
69,2202,"Male",12,1
38,9427,"Male",26,1
68,8600,"Male",16,1
21,2495,"Male",23,1
62,6282,"Female",2,0
32,2335,"Male",13,0
52,5959,"Male",27,0
67,8476,"Male",4,0
49,5456,"Male",21,1
21,8987,"Female",0,1
35,3112,"Female",13,1
61,7437,"Female",9,0
34,6287,"Female",12,1
60,1252,"Male",20,1
27,4533,"Female",0,1
64,7087,"Male",12,1
37,3428,"Male",5,0
33,9757,"Female",11,0
48,1627,"Male",24,0
53,4347,"Female",7,0
63,9797,"Female",16,0
23,6903,"Male",19,0
22,6166,"Female",10,1
51,8088,"Female",5,0
37,8620,"Male",12,0
30,3666,"Female",17,1
39,3486,"Female",0,0
28,2231,"Male",27,1
19,4556,"Male",9,1
54,6794,"Female",23,0
46,4434,"Male",20,0
20,1968,"Male",13,0
22,6161,"Male",28,0
21,6332,"Male",26,0
36,6673,"Male",5,0
64,3558,"Male",3,1
22,7983,"Male",15,1
35,7662,"Male",12,0
41,1861,"Female",5,1
31,9083,"Male",12,1
26,9879,"Female",30,1
47,6365,"Male",8,0
46,7733,"Female",22,1
28,3442,"Male",8,0
48,6908,"Male",26,1
52,1307,"Male",25,0
60,7969,"Female",11,0
67,8960,"Male",18,0
69,4611,"Male",28,1
55,7163,"Female",13,1
18,3537,"Male",12,0
23,8893,"Male",26,1
43,3967,"Male",29,1
21,3455,"Female",24,1
35,7374,"Male",14,1
60,9643,"Male",17,1
69,5226,"Male",25,0
60,5759,"Male",9,1
39,4838,"Female",6,1
63,8813,"Male",21,1
47,5822,"Male",12,1
23,5425,"Male",14,1
21,9939,"Male",18,1
29,9213,"Female",28,1
65,8343,"Female",22,1
70,3864,"Male",29,0
46,5471,"Female",29,0
70,1468,"Female",9,0
59,2926,"Male",29,1
27,2624,"Male",1,0
69,3411,"Female",30,1
24,7574,"Male",13,1
24,8343,"Male",27,1
57,4825,"Male",28,1
56,9775,"Female",20,0
40,8718,"Male",20,0
65,5845,"Female",27,1
57,9914,"Male",16,1
52,1730,"Male",11,1
23,9807,"Male",22,0
58,8653,"Male",7,0
48,1812,"Female",22,1
19,2488,"Male",9,1
62,6635,"Female",4,0
67,6106,"Female",28,0
47,9672,"Male",7,0
18,2691,"Male",11,1
64,3660,"Female",13,0
25,8639,"Female",8,0
60,9880,"Male",19,1
62,6664,"Female",30,1
59,4753,"Female",17,0
37,5019,"Female",1,1
62,7684,"Male",5,0
58,6812,"Male",20,1
54,4988,"Female",7,0
52,3777,"Male",16,0
58,3826,"Female",3,0
69,2767,"Female",26,1
18,1907,"Male",19,1
26,7542,"Male",0,1
48,1128,"Male",25,0
23,1722,"Female",10,1
59,2765,"Male",19,1
23,5578,"Female",27,0
28,2060,"Female",18,0
49,9368,"Male",24,1
21,8897,"Female",15,1
28,2172,"Male",15,1
29,1501,"Female",11,0
42,5799,"Female",18,0
44,2708,"Female",27,0
33,3269,"Male",11,1
38,6842,"Male",4,1
48,2344,"Female",22,1
35,8905,"Female",13,1
51,8507,"Male",6,1
35,2268,"Male",1,1
25,7716,"Female",10,0
46,3626,"Male",26,0
54,8542,"Male",18,1
58,8086,"Female",2,0
52,7555,"Female",8,0
55,1744,"Female",8,1
63,7165,"Female",9,1
54,7812,"Male",21,1
51,5264,"Female",2,1
44,7161,"Male",30,0
58,3596,"Male",21,0
21,8958,"Male",22,0
47,6989,"Male",20,1
70,6542,"Female",9,1
29,8326,"Male",4,1
18,2582,"Female",11,1
50,9572,"Female",23,1
